Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
NA,Expt 2,Group,Sample 12.fcs,Sample 12,Experiment,None,,R1,BL1-H,YL1-H,257823,5,51564.6,74.484,74.484,13833,197,9149,115,9626,87,19245.11,682.37,139.13,347.14,8020.87,63.75,87.67,55.44
NA,Expt 2,Group,Sample 13.fcs,Sample 13,Experiment,None,N/A,All Events,N/A,N/A,850848,13,65449.846,100,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,Expt 2,Group,Sample 13.fcs,Sample 13,Experiment,None,,R1,BL1-H,YL1-H,604548,13,46503.692,71.052,71.052,5863,133,3877,108,4214,92,13210.25,207.6,225.3,156.36,3110.49,54.86,80.23,50.79
NA,Expt 2,Group,Sample 13.fcs,Sample 13,Experiment,None,,R1,FSC-H,SSC-H,604548,13,46503.692,71.052,71.052,9318,798,4340,460,3440,168,18436.24,1464.17,197.86,183.55,3184.62,318.76,73.38,69.3
NA,Expt 2,Group,Sample 13.fcs,Sample 13,Experiment,None,,R1,YL2-H,BL2-H,604548,13,46503.692,71.052,71.052,281,344,214,196,233,157,299.77,717.65,106.76,208.6,128.99,131.95,60.27,67.32
NA,Expt 2,Group,Sample 13.fcs,Sample 13,Experiment,None,,R1,YL1-H,,604548,13,46503.692,71.052,71.052,133,N/A,108,N/A,92,N/A,207.6,N/A,156.36,N/A,54.86,N/A,50.79,N/A
NA,Expt 2,Group,Sample 13.fcs,Sample 13,Experiment,None,,R7,BL1-H,,533295,13,41022.692,62.678,88.214,5893,N/A,4345,N/A,4214,N/A,5151.54,N/A,87.42,N/A,2959.27,N/A,68.11,N/A
NA,Expt 2,Group,Sample 13.fcs,Sample 13,Experiment,None,,R1,BL1-H,,604548,13,46503.692,71.052,71.052,5863,N/A,3877,N/A,4214,N/A,13210.25,N/A,225.3,N/A,3110.49,N/A,80.23,N/A
NA,Expt 2,Group,Sample 13.fcs,Sample 13,Experiment,None,,R1,BL1-H,SSC-H,604548,13,46503.692,71.052,71.052,5863,798,3877,460,4214,168,13210.25,1464.17,225.3,183.55,3110.49,318.76,80.23,69.3
NA,Expt 2,Group,Sample 13.fcs,Sample 13,Experiment,None,,R2,BL1-H,YL1-H,58,13,4.462,0.007,0.01,3047,4104,3275,2523,4291,2198,1390.93,3440.25,45.65,83.82,1553.76,1518.18,47.44,60.19
NA,Expt 2,Group,Sample 13.fcs,Sample 13,Experiment,None,,syto+pe-,BL1-H,YL1-H,526013,13,40462.538,61.822,87.009,6580,131,4415,110,4214,92,13596.72,98.24,206.63,74.77,2965.2,56.34,67.16,51.22
NA,Expt 2,Group,Sample 13.fcs,Sample 13,Experiment,None,,syto+pe+,BL1-H,YL1-H,1009,13,77.615,0.119,0.167,40165,2911,27701,1787,30445,1244,59753.25,3312.1,148.77,113.78,23791.28,778.36,85.89,43.56
NA,Expt 2,Group,Sample 13.fcs,Sample 13,Experiment,None,,R1,BL1-H,YL1-H,604548,13,46503.692,71.052,71.052,5863,133,3877,108,4214,92,13210.25,207.6,225.3,156.36,3110.49,54.86,80.23,50.79
NA,Expt 2,Group,Sample 13.fcs,Sample 13,Experiment,None,,R3,FSC-H,SSC-H,514752,13,39596.308,60.499,96.523,10027,831,4848,498,3939,470,18469.71,1425.82,184.2,171.61,3429.25,339.52,70.74,68.18
NA,Expt 2,Group,Sample 13.fcs,Sample 13,Experiment,None,,R7,FSC-H,SSC-H,533295,13,41022.692,62.678,62.678,9710,816,4675,485,3939,470,18229.66,1417.86,187.74,173.82,3412.95,332.1,73,68.47
NA,Expt 2,Group,Sample 13.fcs,Sample 13,Experiment,None,,R5,BL1-H,YL1-H,138,13,10.615,0.016,0.023,32246,7178,24632,4499,17177,3051,25999.59,5480.22,80.63,76.35,8639.11,2650.89,35.07,58.92
NA,Expt 2,Group,Sample 13.fcs,Sample 13,Experiment,None,,R1,BL1-H,YL1-H,604548,13,46503.692,71.052,71.052,5863,133,3877,108,4214,92,13210.25,207.6,225.3,156.36,3110.49,54.86,80.23,50.79
NA,Expt 2,Group,Sample 14.fcs,Sample 14,Experiment,None,N/A,All Events,N/A,N/A,797093,16,49818.313,100,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,Expt 2,Group,Sample 14.fcs,Sample 14,Experiment,None,,R1,BL1-H,YL1-H,517282,16,32330.125,64.896,64.896,4467,124,3208,106,6155,93,5760.45,126.2,128.97,101.85,3579,53.37,111.56,50.35
NA,Expt 2,Group,Sample 14.fcs,Sample 14,Experiment,None,,R1,FSC-H,SSC-H,517282,16,32330.125,64.896,64.896,10097,804,4931,461,3258,373,19853.92,1538.9,196.63,191.46,4040.08,298,81.93,64.64
NA,Expt 2,Group,Sample 14.fcs,Sample 14,Experiment,None,,R1,YL2-H,BL2-H,517282,16,32330.125,64.896,64.896,262,315,207,189,233,157,274.16,664.37,104.83,211.24,121.57,133.43,58.73,70.6
NA,Expt 2,Group,Sample 14.fcs,Sample 14,Experiment,None,,R1,YL1-H,,517282,16,32330.125,64.896,64.896,124,N/A,106,N/A,93,N/A,126.2,N/A,101.85,N/A,53.37,N/A,50.35,N/A
NA,Expt 2,Group,Sample 14.fcs,Sample 14,Experiment,None,,R7,BL1-H,,398646,16,24915.375,50.012,77.066,5498,N/A,4333,N/A,6155,N/A,4501.63,N/A,81.88,N/A,3126.8,N/A,72.16,N/A
NA,Expt 2,Group,Sample 14.fcs,Sample 14,Experiment,None,,R1,BL1-H,,517282,16,32330.125,64.896,64.896,4467,N/A,3208,N/A,6155,N/A,5760.45,N/A,128.97,N/A,3579,N/A,111.56,N/A
NA,Expt 2,Group,Sample 14.fcs,Sample 14,Experiment,None,,R1,BL1-H,SSC-H,517282,16,32330.125,64.896,64.896,4467,804,3208,461,6155,373,5760.45,1538.9,128.97,191.46,3579,298,111.56,64.64
NA,Expt 2,Group,Sample 14.fcs,Sample 14,Experiment,None,,R2,BL1-H,YL1-H,14,16,0.875,0.002,0.003,2301,3912,1940,2856,1942,1195,1510.11,2584.84,65.62,66.07,1409.21,2131.24,72.66,74.64
NA,Expt 2,Group,Sample 14.fcs,Sample 14,Experiment,None,,syto+pe-,BL1-H,YL1-H,389793,16,24362.063,48.902,75.354,5712,130,4439,111,6155,92,5657.73,95.53,99.06,73.65,3122.36,54.86,70.34,49.42
NA,Expt 2,Group,Sample 14.fcs,Sample 14,Experiment,None,,syto+pe+,BL1-H,YL1-H,443,16,27.688,0.056,0.086,47681,1950,40765,1411,50935,1213,40527.9,2326.64,85,119.32,27620.84,243.15,67.76,17.23
NA,Expt 2,Group,Sample 14.fcs,Sample 14,Experiment,None,,R1,BL1-H,YL1-H,517282,16,32330.125,64.896,64.896,4467,124,3208,106,6155,93,5760.45,126.2,128.97,101.85,3579,53.37,111.56,50.35
NA,Expt 2,Group,Sample 14.fcs,Sample 14,Experiment,None,,R3,FSC-H,SSC-H,389557,16,24347.313,48.872,97.72,11939,896,6455,518,7442,373,20812.84,1582.71,174.33,176.68,5080.87,326.17,78.71,62.97
NA,Expt 2,Group,Sample 14.fcs,Sample 14,Experiment,None,,R7,FSC-H,SSC-H,398646,16,24915.375,50.012,50.012,11689,885,6284,509,7442,373,20655.22,1592,176.7,179.96,5057.15,321.72,80.48,63.21
NA,Expt 2,Group,Sample 14.fcs,Sample 14,Experiment,None,,R5,BL1-H,YL1-H,36,16,2.25,0.005,0.007,43880,5387,36156,3677,15079,2564,33216.43,5553.69,75.7,103.1,23632.64,1550.8,65.36,42.18
NA,Expt 2,Group,Sample 14.fcs,Sample 14,Experiment,None,,R1,BL1-H,YL1-H,517282,16,32330.125,64.896,64.896,4467,124,3208,106,6155,93,5760.45,126.2,128.97,101.85,3579,53.37,111.56,50.35
NA,Expt 2,Group,Buffer.fcs,Buffer,Experiment,None,N/A,All Events,N/A,N/A,105407,12,8783.917,100,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,Expt 2,Group,Buffer.fcs,Buffer,Experiment,None,,R1,BL1-H,YL1-H,2318,12,193.167,2.199,2.199,370,498,108,90,114,87,6221.3,10517.02,1682.07,2111.54,53.37,45.96,49.42,51.07
NA,Expt 2,Group,Buffer.fcs,Buffer,Experiment,None,,R1,FSC-H,SSC-H,2318,12,193.167,2.199,2.199,8056,982,2840,221,2115,168,17106.5,3374.8,212.34,343.52,2411.45,84.51,84.91,38.24
NA,Expt 2,Group,Buffer.fcs,Buffer,Experiment,None,,R1,YL2-H,BL2-H,2318,12,193.167,2.199,2.199,1170,234,158,80,0,97,26943.82,4350,2302.27,1858.79,96.37,35.58,60.99,44.48
NA,Expt 2,Group,Buffer.fcs,Buffer,Experiment,None,,R1,YL1-H,,2318,12,193.167,2.199,2.199,498,N/A,90,N/A,87,N/A,10517.02,N/A,2111.54,N/A,45.96,N/A,51.07,N/A
NA,Expt 2,Group,Buffer.fcs,Buffer,Experiment,None,,R7,BL1-H,,7,12,0.583,0.007,0.302,11326,N/A,1529,N/A,1029,N/A,16970.59,N/A,149.84,N/A,661.24,N/A,43.25,N/A
NA,Expt 2,Group,Buffer.fcs,Buffer,Experiment,None,,R1,BL1-H,,2318,12,193.167,2.199,2.199,370,N/A,108,N/A,114,N/A,6221.3,N/A,1682.07,N/A,53.37,N/A,49.42,N/A
NA,Expt 2,Group,Buffer.fcs,Buffer,Experiment,None,,R1,BL1-H,SSC-H,2318,12,193.167,2.199,2.199,370,982,108,221,114,168,6221.3,3374.8,1682.07,343.52,53.37,84.51,49.42,38.24
NA,Expt 2,Group,Buffer.fcs,Buffer,Experiment,None,,R2,BL1-H,YL1-H,3,12,0.25,0.003,0.129,1620,2399,1529,2136,1355,2093,319.79,493.24,19.74,20.56,257.97,63.75,16.87,2.98
NA,Expt 2,Group,Buffer.fcs,Buffer,Experiment,None,,syto+pe-,BL1-H,YL1-H,0,12,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,Expt 2,Group,Buffer.fcs,Buffer,Experiment,None,,syto+pe+,BL1-H,YL1-H,6,12,0.5,0.006,0.259,97054,155044,52911,69769,34901,44757,81764.41,150052.11,84.25,96.78,24861.72,33493.42,46.99,48.01
NA,Expt 2,Group,Buffer.fcs,Buffer,Experiment,None,,R1,BL1-H,YL1-H,2318,12,193.167,2.199,2.199,370,498,108,90,114,87,6221.3,10517.02,1682.07,2111.54,53.37,45.96,49.42,51.07
NA,Expt 2,Group,Buffer.fcs,Buffer,Experiment,None,,R3,FSC-H,SSC-H,7,12,0.583,0.007,100,175001,35190,168351,42772,167078,7114,37988.59,13947.51,21.71,39.64,2796.18,3860.69,1.66,9.03
NA,Expt 2,Group,Buffer.fcs,Buffer,Experiment,None,,R7,FSC-H,SSC-H,7,12,0.583,0.007,0.007,175001,35190,168351,42772,167078,7114,37988.59,13947.51,21.71,39.64,2796.18,3860.69,1.66,9.03
NA,Expt 2,Group,Buffer.fcs,Buffer,Experiment,None,,R5,BL1-H,YL1-H,4,12,0.333,0.004,0.173,44527,58473,44318,57017,34901,44757,9828.26,13892,22.07,23.76,12121,14587.3,27.35,25.58
NA,Expt 2,Group,Buffer.fcs,Buffer,Experiment,None,,R1,BL1-H,YL1-H,2318,12,193.167,2.199,2.199,370,498,108,90,114,87,6221.3,10517.02,1682.07,2111.54,53.37,45.96,49.42,51.07
NA,Expt 2,Group,Sample 15.fcs,Sample 15,Experiment,None,N/A,All Events,N/A,N/A,1154691,18,64149.5,100,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,Expt 2,Group,Sample 15.fcs,Sample 15,Experiment,None,,R1,BL1-H,YL1-H,848440,18,47135.556,73.478,73.478,4456,141,3277,117,3938,93,4818.12,260.28,108.12,184.34,2676.09,62.27,81.66,53.22
NA,Expt 2,Group,Sample 15.fcs,Sample 15,Experiment,None,,R1,FSC-H,SSC-H,848440,18,47135.556,73.478,73.478,9278,718,4372,454,2847,373,17371.38,1267.82,187.23,176.52,3429.25,287.62,78.44,63.35
NA,Expt 2,Group,Sample 15.fcs,Sample 15,Experiment,None,,R1,YL2-H,BL2-H,848440,18,47135.556,73.478,73.478,309,391,237,244,233,157,322.39,539.09,104.45,137.72,148.26,177.91,62.56,72.91
NA,Expt 2,Group,Sample 15.fcs,Sample 15,Experiment,None,,R1,YL1-H,,848440,18,47135.556,73.478,73.478,141,N/A,117,N/A,93,N/A,260.28,N/A,184.34,N/A,62.27,N/A,53.22,N/A
NA,Expt 2,Group,Sample 15.fcs,Sample 15,Experiment,None,,R7,BL1-H,,726493,18,40360.722,62.917,85.627,5044,N/A,3758,N/A,3938,N/A,4276.39,N/A,84.79,N/A,2471.49,N/A,65.77,N/A
NA,Expt 2,Group,Sample 15.fcs,Sample 15,Experiment,None,,R1,BL1-H,,848440,18,47135.556,73.478,73.478,4456,N/A,3277,N/A,3938,N/A,4818.12,N/A,108.12,N/A,2676.09,N/A,81.66,N/A
NA,Expt 2,Group,Sample 15.fcs,Sample 15,Experiment,None,,R1,BL1-H,SSC-H,848440,18,47135.556,73.478,73.478,4456,718,3277,454,3938,373,4818.12,1267.82,108.12,176.52,2676.09,287.62,81.66,63.35
NA,Expt 2,Group,Sample 15.fcs,Sample 15,Experiment,None,,R2,BL1-H,YL1-H,10,18,0.556,0.001,0.001,2096,7684,2184,2720,171,540,1534.82,10894.19,73.23,141.78,1640.5,2803.6,75.13,103.07
NA,Expt 2,Group,Sample 15.fcs,Sample 15,Experiment,None,,syto+pe-,BL1-H,YL1-H,709012,18,39389.556,61.403,83.567,5154,146,3829,121,3938,92,4557.63,104.25,88.42,71.5,2455.19,65.23,64.12,53.91
NA,Expt 2,Group,Sample 15.fcs,Sample 15,Experiment,None,,syto+pe+,BL1-H,YL1-H,931,18,51.722,0.081,0.11,47124,1961,41435,1395,41973,1247,28488.89,6901.64,60.46,351.86,14646.61,209.05,35.35,14.99
NA,Expt 2,Group,Sample 15.fcs,Sample 15,Experiment,None,,R1,BL1-H,YL1-H,848440,18,47135.556,73.478,73.478,4456,141,3277,117,3938,93,4818.12,260.28,108.12,184.34,2676.09,62.27,81.66,53.22
NA,Expt 2,Group,Sample 15.fcs,Sample 15,Experiment,None,,R3,FSC-H,SSC-H,702776,18,39043.111,60.863,96.735,10455,776,5211,509,3303,470,17928.08,1234.46,171.47,158.99,4091.98,305.42,78.53,60
NA,Expt 2,Group,Sample 15.fcs,Sample 15,Experiment,None,,R7,FSC-H,SSC-H,726493,18,40360.722,62.917,62.917,10143,765,5003,498,3303,373,17720.3,1243.85,174.7,162.67,4028.22,299.49,80.52,60.14
NA,Expt 2,Group,Sample 15.fcs,Sample 15,Experiment,None,,R5,BL1-H,YL1-H,13,18,0.722,0.001,0.002,37828,4932,36333,2858,38514,2858,18644.69,4083.03,49.29,82.79,18449.47,644.93,50.78,22.57
NA,Expt 2,Group,Sample 15.fcs,Sample 15,Experiment,None,,R1,BL1-H,YL1-H,848440,18,47135.556,73.478,73.478,4456,141,3277,117,3938,93,4818.12,260.28,108.12,184.34,2676.09,62.27,81.66,53.22
NA,Expt 2,Group,Sample 16.fcs,Sample 16,Experiment,None,N/A,All Events,N/A,N/A,1345861,20,67293.05,100,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,Expt 2,Group,Sample 16.fcs,Sample 16,Experiment,None,,R1,BL1-H,YL1-H,978586,20,48929.3,72.711,72.711,7153,143,4228,114,3939,92,10815.81,270.57,151.21,188.7,3414.43,59.3,80.76,52.02
NA,Expt 2,Group,Sample 16.fcs,Sample 16,Experiment,None,,R1,FSC-H,SSC-H,978586,20,48929.3,72.711,72.711,9944,782,4288,456,3004,373,19315.67,1459.44,194.25,186.6,3315.09,306.9,77.31,67.3
NA,Expt 2,Group,Sample 16.fcs,Sample 16,Experiment,None,,R1,YL2-H,BL2-H,978586,20,48929.3,72.711,72.711,300,352,224,200,233,157,367.11,580.36,122.56,164.77,136.4,137.88,60.89,68.94
NA,Expt 2,Group,Sample 16.fcs,Sample 16,Experiment,None,,R1,YL1-H,,978586,20,48929.3,72.711,72.711,143,N/A,114,N/A,92,N/A,270.57,N/A,188.7,N/A,59.3,N/A,52.02,N/A
NA,Expt 2,Group,Sample 16.fcs,Sample 16,Experiment,None,,R7,BL1-H,,876611,20,43830.55,65.134,89.579,7026,N/A,4585,N/A,3939,N/A,6760.16,N/A,96.22,N/A,3169.8,N/A,69.13,N/A
NA,Expt 2,Group,Sample 16.fcs,Sample 16,Experiment,None,,R1,BL1-H,,978586,20,48929.3,72.711,72.711,7153,N/A,4228,N/A,3939,N/A,10815.81,N/A,151.21,N/A,3414.43,N/A,80.76,N/A
NA,Expt 2,Group,Sample 16.fcs,Sample 16,Experiment,None,,R1,BL1-H,SSC-H,978586,20,48929.3,72.711,72.711,7153,782,4228,456,3939,373,10815.81,1459.44,151.21,186.6,3414.43,306.9,80.76,67.3
NA,Expt 2,Group,Sample 16.fcs,Sample 16,Experiment,None,,R2,BL1-H,YL1-H,13,20,0.65,0.001,0.001,1763,8322,939,1727,19,1494,1407.96,21886.79,79.85,262.99,1077.85,594.52,114.79,34.43
NA,Expt 2,Group,Sample 16.fcs,Sample 16,Experiment,None,,syto+pe-,BL1-H,YL1-H,875619,20,43780.95,65.06,89.478,7600,142,4665,117,3939,93,9020.17,110.68,118.68,77.76,3224.65,60.79,69.12,51.95
NA,Expt 2,Group,Sample 16.fcs,Sample 16,Experiment,None,,syto+pe+,BL1-H,YL1-H,3000,20,150,0.223,0.307,91281,1897,84542,1489,98726,1299,45386.09,3853.25,49.72,203.16,35295.52,324.69,41.75,21.81
NA,Expt 2,Group,Sample 16.fcs,Sample 16,Experiment,None,,R1,BL1-H,YL1-H,978586,20,48929.3,72.711,72.711,7153,143,4228,114,3939,92,10815.81,270.57,151.21,188.7,3414.43,59.3,80.76,52.02
NA,Expt 2,Group,Sample 16.fcs,Sample 16,Experiment,None,,R3,FSC-H,SSC-H,840388,20,42019.4,62.442,95.868,9611,762,4778,496,3393,373,14805.05,1085.89,154.04,142.53,3531.55,317.28,73.91,63.97
NA,Expt 2,Group,Sample 16.fcs,Sample 16,Experiment,None,,R7,FSC-H,SSC-H,876611,20,43830.55,65.134,65.134,9250,744,4563,482,3393,373,14611.76,1082.8,157.97,145.53,3500.42,308.38,76.71,63.98
NA,Expt 2,Group,Sample 16.fcs,Sample 16,Experiment,None,,R5,BL1-H,YL1-H,168,20,8.4,0.012,0.017,88825,5469,86531,3500,95778,2850,35402.14,9525.3,39.86,174.17,32321.42,964.43,37.35,27.56
NA,Expt 2,Group,Sample 16.fcs,Sample 16,Experiment,None,,R1,BL1-H,YL1-H,978586,20,48929.3,72.711,72.711,7153,143,4228,114,3939,92,10815.81,270.57,151.21,188.7,3414.43,59.3,80.76,52.02
NA,Expt 2,Group,Sample 17.fcs,Sample 17,Experiment,None,N/A,All Events,N/A,N/A,1437057,22,65320.773,100,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,Expt 2,Group,Sample 17.fcs,Sample 17,Experiment,None,,R1,BL1-H,YL1-H,1060157,22,48188.955,73.773,73.773,4466,152,3097,121,3171,104,5825,177.79,130.44,116.84,2441.84,63.75,78.85,52.69
NA,Expt 2,Group,Sample 17.fcs,Sample 17,Experiment,None,,R1,FSC-H,SSC-H,1060157,22,48188.955,73.773,73.773,9317,939,4192,472,3214,373,18543.73,2159.68,199.02,229.98,3147.56,311.35,75.08,65.96
NA,Expt 2,Group,Sample 17.fcs,Sample 17,Experiment,None,,R1,YL2-H,BL2-H,1060157,22,48188.955,73.773,73.773,336,286,249,184,232,157,367.57,382.84,109.32,133.88,154.19,118.61,61.92,64.46
NA,Expt 2,Group,Sample 17.fcs,Sample 17,Experiment,None,,R1,YL1-H,,1060157,22,48188.955,73.773,73.773,152,N/A,121,N/A,104,N/A,177.79,N/A,116.84,N/A,63.75,N/A,52.69,N/A
NA,Expt 2,Group,Sample 17.fcs,Sample 17,Experiment,None,,R7,BL1-H,,902706,22,41032.091,62.816,85.148,4985,N/A,3512,N/A,3171,N/A,4546.57,N/A,91.21,N/A,2197.21,N/A,62.56,N/A
NA,Expt 2,Group,Sample 17.fcs,Sample 17,Experiment,None,,R1,BL1-H,,1060157,22,48188.955,73.773,73.773,4466,N/A,3097,N/A,3171,N/A,5825,N/A,130.44,N/A,2441.84,N/A,78.85,N/A
NA,Expt 2,Group,Sample 17.fcs,Sample 17,Experiment,None,,R1,BL1-H,SSC-H,1060157,22,48188.955,73.773,73.773,4466,939,3097,472,3171,373,5825,2159.68,130.44,229.98,2441.84,311.35,78.85,65.96
NA,Expt 2,Group,Sample 17.fcs,Sample 17,Experiment,None,,R2,BL1-H,YL1-H,39,22,1.773,0.003,0.004,1599,3356,727,1500,3054,1301,1463.06,6274.43,91.5,186.97,800.6,671.62,110.12,44.77
NA,Expt 2,Group,Sample 17.fcs,Sample 17,Experiment,None,,syto+pe-,BL1-H,YL1-H,875144,22,39779.273,60.898,82.549,5121,155,3586,126,3171,104,5193,118.84,101.41,76.7,2172.01,66.72,60.57,52.95
NA,Expt 2,Group,Sample 17.fcs,Sample 17,Experiment,None,,syto+pe+,BL1-H,YL1-H,3000,22,136.364,0.209,0.283,46837,1660,41455,1440,42077,1213,28662.69,1905.4,61.2,114.77,19281.95,249.08,46.51,17.3
NA,Expt 2,Group,Sample 17.fcs,Sample 17,Experiment,None,,R1,BL1-H,YL1-H,1060157,22,48188.955,73.773,73.773,4466,152,3097,121,3171,104,5825,177.79,130.44,116.84,2441.84,63.75,78.85,52.69
NA,Expt 2,Group,Sample 17.fcs,Sample 17,Experiment,None,,R3,FSC-H,SSC-H,866980,22,39408.182,60.33,96.042,10338,979,4851,525,3215,470,18573.57,2061.68,179.67,210.57,3581.96,330.62,73.84,62.98
NA,Expt 2,Group,Sample 17.fcs,Sample 17,Experiment,None,,R7,FSC-H,SSC-H,902706,22,41032.091,62.816,62.816,9969,974,4641,512,3215,373,18309.98,2121.62,183.66,217.72,3538.97,324.69,76.25,63.42
NA,Expt 2,Group,Sample 17.fcs,Sample 17,Experiment,None,,R5,BL1-H,YL1-H,75,22,3.409,0.005,0.007,48888,5716,38790,3037,18946,2486,31674.22,8907.47,64.79,155.84,25413.25,662.72,65.51,21.82
NA,Expt 2,Group,Sample 17.fcs,Sample 17,Experiment,None,,R1,BL1-H,YL1-H,1060157,22,48188.955,73.773,73.773,4466,152,3097,121,3171,104,5825,177.79,130.44,116.84,2441.84,63.75,78.85,52.69
NA,Expt 2,Group,Sample 18.fcs,Sample 18,Experiment,None,N/A,All Events,N/A,N/A,245330,9,27258.889,100,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,Expt 2,Group,Sample 18.fcs,Sample 18,Experiment,None,,R1,BL1-H,YL1-H,95478,9,10608.667,38.918,38.918,4670,622,2422,136,2452,97,10309.13,5273.4,220.73,847.86,2200.18,84.51,90.84,62.14
NA,Expt 2,Group,Sample 18.fcs,Sample 18,Experiment,None,,R1,FSC-H,SSC-H,95478,9,10608.667,38.918,38.918,8625,753,3615,379,2624,168,18258.3,1524.75,211.68,202.62,2714.64,238.7,75.09,62.98
NA,Expt 2,Group,Sample 18.fcs,Sample 18,Experiment,None,,R1,YL2-H,BL2-H,95478,9,10608.667,38.918,38.918,615,338,236,181,233,168,3695.34,627.41,600.53,185.77,154.19,124.54,65.33,68.81
NA,Expt 2,Group,Sample 18.fcs,Sample 18,Experiment,None,,R1,YL1-H,,95478,9,10608.667,38.918,38.918,622,N/A,136,N/A,97,N/A,5273.4,N/A,847.86,N/A,84.51,N/A,62.14,N/A
NA,Expt 2,Group,Sample 18.fcs,Sample 18,Experiment,None,,R7,BL1-H,,77150,9,8572.222,31.447,80.804,4713,N/A,2980,N/A,2452,N/A,5359.01,N/A,113.7,N/A,2112.7,N/A,70.9,N/A
NA,Expt 2,Group,Sample 18.fcs,Sample 18,Experiment,None,,R1,BL1-H,,95478,9,10608.667,38.918,38.918,4670,N/A,2422,N/A,2452,N/A,10309.13,N/A,220.73,N/A,2200.18,N/A,90.84,N/A
NA,Expt 2,Group,Sample 18.fcs,Sample 18,Experiment,None,,R1,BL1-H,SSC-H,95478,9,10608.667,38.918,38.918,4670,753,2422,379,2452,168,10309.13,1524.75,220.73,202.62,2200.18,238.7,90.84,62.98
NA,Expt 2,Group,Sample 18.fcs,Sample 18,Experiment,None,,R2,BL1-H,YL1-H,961,9,106.778,0.392,1.007,1790,4971,1310,3809,4286,6339,1445.97,4631.91,80.77,93.18,1371.4,3577.51,104.69,93.92
NA,Expt 2,Group,Sample 18.fcs,Sample 18,Experiment,None,,syto+pe-,BL1-H,YL1-H,67513,9,7501.444,27.519,70.711,4888,187,3106,137,2451,97,8268.7,160.31,169.17,85.69,2075.64,84.51,66.83,61.68
NA,Expt 2,Group,Sample 18.fcs,Sample 18,Experiment,None,,syto+pe+,BL1-H,YL1-H,3000,9,333.333,1.223,3.142,30589,12580,20108,4290,13688,1246,32234.16,26878.4,105.38,213.67,16534.7,4059.36,82.23,94.63
NA,Expt 2,Group,Sample 18.fcs,Sample 18,Experiment,None,,R1,BL1-H,YL1-H,95478,9,10608.667,38.918,38.918,4670,622,2422,136,2452,97,10309.13,5273.4,220.73,847.86,2200.18,84.51,90.84,62.14
NA,Expt 2,Group,Sample 18.fcs,Sample 18,Experiment,None,,R3,FSC-H,SSC-H,73305,9,8145,29.88,95.016,9178,784,4438,434,2624,374,15080.5,1320.57,164.31,168.35,3246.89,275.76,73.16,63.54
NA,Expt 2,Group,Sample 18.fcs,Sample 18,Experiment,None,,R7,FSC-H,SSC-H,77150,9,8572.222,31.447,31.447,8766,764,4198,420,2624,374,14835.69,1323.79,169.24,173.25,3209.83,263.9,76.46,62.83
NA,Expt 2,Group,Sample 18.fcs,Sample 18,Experiment,None,,R5,BL1-H,YL1-H,1077,9,119.667,0.439,1.128,42175,13991,30538,8790,16778,7056,33486.65,14168.41,79.4,101.27,18287.87,7389.28,59.89,84.06
NA,Expt 2,Group,Sample 18.fcs,Sample 18,Experiment,None,,R1,BL1-H,YL1-H,95478,9,10608.667,38.918,38.918,4670,622,2422,136,2452,97,10309.13,5273.4,220.73,847.86,2200.18,84.51,90.84,62.14
NA,Expt 2,Group,Sample 19.fcs,Sample 19,Experiment,None,N/A,All Events,N/A,N/A,979010,20,48950.5,100,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,Expt 2,Group,Sample 19.fcs,Sample 19,Experiment,None,,R1,BL1-H,YL1-H,609996,20,30499.8,62.307,62.307,21938,145,13426,113,16993,93,29553.13,652.92,134.71,451.19,15281.16,59.3,113.82,52.48
NA,Expt 2,Group,Sample 19.fcs,Sample 19,Experiment,None,,R1,FSC-H,SSC-H,609996,20,30499.8,62.307,62.307,9119,731,3767,408,2733,232,18934.85,1414.68,207.65,193.47,2802.11,257.97,74.39,63.23
NA,Expt 2,Group,Sample 19.fcs,Sample 19,Experiment,None,,R1,YL2-H,BL2-H,609996,20,30499.8,62.307,62.307,284,622,215,351,232,309,540.8,969.44,190.12,155.94,130.47,274.28,60.68,78.14
